Record,YNAM,ZNAM
1338786517,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786518,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786519,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786521,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786525,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786526,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786527,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786530,,
1338786531,,
1338786538,,
1338786539,,
1338786540,,
1338786541,,
1338786542,,
1338786543,,
1338786545,,
1338786551,,
1338786552,,
1338786553,,
1338786554,,
1338786555,,
1338786557,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786559,,
1338786561,,
1338786563,,
1338786565,,
1338786567,,
1338786569,,
1338786571,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786573,,
1338786582,,
1338786583,,
1338786584,,
1338786585,,
1338786586,,
1338786587,,
1338786588,,
1338786589,,
1338786593,,
1338786594,,
1338786595,,
1338786597,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786600,,
1338786601,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786604,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786605,,
1338786607,,
1338786609,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786611,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786613,,
1338786615,,
1338786620,,
1338786621,,
1338786622,,
1338786623,,
1338786625,,
1338786627,,
1338786629,,
1338786631,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786635,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786636,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786637,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786640,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786641,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786643,,
1338786645,,
1338786647,,
1338786649,,
1338786651,,
1338786653,,
1338786655,,
1338786657,,
1338786659,,
1338786663,,
1338786664,,
1338786665,,
1338786667,,
1338786670,,
1338786671,,
1338786680,,
1338786681,,
1338786682,,
1338786683,,
1338786684,,
1338786685,,
1338786686,,
1338786687,,
1338786691,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786692,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786693,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786697,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786698,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786699,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786704,,
1338786705,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786706,,
1338786707,,
1338786713,,
1338786714,,
1338786715,,
1338786716,,
1338786717,,
1338786726,ITMRingUp [SNDR:0C08AB14],
1338786727,ITMRingUp [SNDR:0C08AB14],
1338786728,ITMRingUp [SNDR:0C08AB14],
1338786729,ITMRingUp [SNDR:0C08AB14],
1338786746,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786747,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786748,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786749,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786750,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786751,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786752,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786771,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786772,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786773,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786774,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786775,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786776,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786777,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1338786798,ITMRingUp [SNDR:0C08AB14],
1338786801,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786804,ITMRingUp [SNDR:0C08AB14],
1338786807,ITMRingUp [SNDR:0C08AB14],
1338786808,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786809,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786810,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786811,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786814,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338786815,ITMRingUp [SNDR:0C08AB14],
1338786816,ITMRingUp [SNDR:0C08AB14],
1338786829,ITMRingUp [SNDR:0C08AB14],
1338786830,ITMRingUp [SNDR:0C08AB14],
1338786831,ITMRingUp [SNDR:0C08AB14],
1340090856,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340090859,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340090862,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340090865,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132343,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132346,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132349,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132352,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132355,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132358,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132361,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132364,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132367,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132370,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132373,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132376,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132379,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132382,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132385,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132388,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132391,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132394,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132397,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132400,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132403,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340132406,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153146,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153149,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153152,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153155,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153158,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153161,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153164,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153167,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153170,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153173,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153176,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153179,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153182,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153185,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153188,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153191,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153194,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153197,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153200,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153203,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153206,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153209,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153212,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153215,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153218,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153221,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153224,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153227,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153230,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153233,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153236,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153239,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340153241,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173982,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173985,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173988,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173991,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173994,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340173997,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174000,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174003,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174006,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174009,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174012,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174015,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174018,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174021,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174024,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174027,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174030,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174033,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174036,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174038,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174041,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174044,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174047,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174050,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174053,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174056,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174059,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174061,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174064,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174068,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174071,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174074,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340174077,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340194817,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340194820,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340194823,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298528,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298531,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298534,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298537,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298540,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298543,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298546,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298549,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298552,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298555,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298558,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298561,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298564,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298567,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298570,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298573,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298576,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298579,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298582,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298585,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298588,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298591,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298594,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340298597,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319337,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319340,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319343,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319346,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319349,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340319352,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1340340091,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340360830,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340360831,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340360832,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340402329,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340402332,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340402335,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340423075,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340443816,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340443820,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340443822,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340443824,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340443826,ITMClothingUpSD [SNDR:0003E879],ITMClothingDownSD [SNDR:0003E909]
1340589009,,
1340589011,,
1340589013,,
1340589015,,
1340589017,,
1340589019,,
1340589020,,
1340589023,,
1340589025,,
1340589027,,
1340589029,,
1340589031,,
1340589033,,
1340589035,,
1340630542,,
1340630544,,
1340630548,,
1340630551,,
1340630554,,
1340630558,,
1340630560,,
1340630563,,
1340630566,,
1340630568,,
1340630571,,
1340630573,,
1340630578,,
1340630580,,
1340630584,,
1340630586,,
1340651327,,
1340651330,,
1340651332,,
1340651336,,
1340651346,,
1340651349,,
1340651352,,
1340651355,,
1340651358,,
1340651360,,
1340651361,,
1340651362,,
1340651363,,
1340651364,,
1340651365,,
1340651366,,
1340672112,ITMRingUp [SNDR:0C08AB14],
1340692851,,
1340692854,,
1340692863,,
1340692866,,
1340692869,,
1340692872,,
1340692875,,
1340692878,,
1340692881,,
1340692883,,
1340692884,,
1340692885,,
1340692886,,
1340692887,,
1340692888,,
1340692889,,
1340692891,,
1340692893,,
1340692904,,
1340692907,,
1340692910,,
1340692913,,
1340692916,,
1340692919,,
1340692922,,
1340692924,,
1340692925,,
1340692926,,
1340692927,,
1340692928,,
1340692929,,
1340713667,,
1340713669,,
1340713672,,
1340713674,,
1340713684,,
1340713687,,
1340713690,,
1340713692,,
1340713696,,
1340713699,,
1340713701,,
1340713702,,
1340713703,,
1340713704,,
1340713705,,
1340713706,,
1340713707,,
1340713709,,
1340713711,,
1340734457,,
1340734460,,
1340734463,,
1340734465,,
1340734468,,
1340734472,,
1340734474,,
1340734475,,
1340734476,,
1340734477,,
1340734478,,
1340734479,,
1340734481,,
1340734483,,
1340734485,,
1340734487,,
1340734497,,
1340734498,,
1340734501,,
1340734502,,
1340734505,,
1340734506,,
1340734509,,
1340734510,,
1340734512,,
1340734513,,
1340734517,,
1340734518,,
1340734521,,
1340734523,,
1340734525,,
1340734527,,
1340755273,,
1340755276,,
1340755280,,
1340755283,,
1340755286,,
1340755289,,
1340755292,,
1340755294,,
1340755295,,
1340755296,,
1340755297,,
1340755298,,
1340755299,,
1340755300,,
1340755302,,
1340755311,,
1340755313,,
1340755316,,
1340755320,,
1340755323,,
1340755326,,
1340755328,,
1340755330,,
1340755331,,
1340755332,,
1340755333,,
1340755334,,
1340755335,,
1340755336,,
1340755337,,
1340776079,,
1340776081,,
1340796821,,
1340796831,,
1340796834,,
1340796837,,
1340796840,,
1340796843,,
1340796846,,
1340796848,,
1340796849,,
1340796850,,
1340796851,,
1340796852,,
1340796853,,
1340796854,,
1340796856,,
1340796858,,
1340796861,,
1340796864,,
1340796867,,
1340796870,,
1340796873,,
1340796876,,
1340796884,,
1340796885,,
1340796886,,
1340796887,,
1340796888,,
1340796889,,
1340796891,,
1340796893,,
1340796895,,
1340796897,,
1340796900,ITMRingUp [SNDR:0C08AB14],
1340817639,,
1340817641,,
1340817644,,
1340817647,,
1340817650,,
1340817653,,
1340817656,,
1340817659,,
1340817662,,
1340817671,,
1340817672,,
1340817673,,
1340817674,,
1340817675,,
1340817676,,
1340817677,,
1340817679,,
1340817681,,
1340838424,,
1340838427,,
1340838430,,
1340838433,,
1340838436,,
1340838439,,
1340838442,,
1340838451,,
1340838452,,
1340838453,,
1340838454,,
1340838455,,
1340838456,,
1340838457,,
1340859196,ITMRingUp [SNDR:0C08AB14],
1340900672,,
1340900674,,
1340900678,,
1340900680,,
1340900682,,
1340900687,,
1340900690,,
1340900698,,
1340900699,,
1340900700,,
1340900701,,
1340900702,,
1340900703,,
1340900704,,
1340921445,,
1340921448,,
1340921451,,
1340921454,,
1340921457,,
1340921460,,
1340921463,,
1340921471,,
1340921472,,
1340921474,,
1340921475,,
1340921476,,
1340921477,,
1340921478,,
1340921480,,
1340942220,,
1340942223,,
1340942226,,
1340942229,,
1340942232,,
1340942235,,
1340942244,,
1340942245,,
1340942246,,
1340942247,,
1340942248,,
1340942249,,
1340942250,,
1340942252,,
1340942255,,
1340942258,,
1340942261,,
1340942264,,
1340942267,,
1340942270,,
1340942279,,
1340942280,,
1340942281,,
1340942282,,
1340942283,,
1340942284,,
1340942285,,
1340942287,,
1340942290,,
1340942293,,
1340942296,,
1340942299,,
1340942302,,
1340963041,,
1340963045,,
1340963046,,
1340963047,,
1340963054,,
1340963055,,
1340963056,,
1340963057,,
1340983796,,
1340983799,,
1340983802,,
1340983805,,
1340983808,,
1340983811,,
1340983819,,
1340983820,,
1340983821,,
1340983822,,
1340983823,,
1340983824,,
1341004563,,
1341004566,,
1341004569,,
1341004572,,
1341004574,,
1341004578,,
1341004586,,
1341004587,,
1341004588,,
1341004589,,
1341004590,,
1341004591,,
1341025330,,
1341025333,,
1341025336,,
1341025339,,
1341025342,,
1341025345,,
1341025348,,
1341025357,,
1341025358,,
1341025359,,
1341025360,,
1341025361,,
1341025362,,
1341025364,,
1341025366,,
1341025370,,
1341025373,,
1341025376,,
1341025378,,
1341025380,,
1341025383,,
1341025391,,
1341025392,,
1341025393,,
1341025394,,
1341025395,,
1341025396,,
1341025397,,
1341025399,,
1341025402,,
1341025405,,
1341025408,,
1341025411,,
1341025414,,
1341025417,,
1341046163,,
1341046164,,
1341046165,,
1341046166,,
1341046167,,
1341046168,,
1341046169,,
1341046171,,
1341046174,,
1341046177,,
1341046180,,
1341046183,,
1341046186,,
1341046189,,
1341046197,,
1341046199,,
1341046200,,
1341046201,,
1341046202,,
1341046203,,
1341046204,,
1341046206,,
1341108420,ITMRingUp [SNDR:0C08AB14],
1341129159,ITMRingUp [SNDR:0C08AB14],
1341149898,ITMRingUp [SNDR:0C08AB14],
1341149900,ITMRingUp [SNDR:0C08AB14],
1341170639,ITMRingUp [SNDR:0C08AB14],
1341212115,ITMRingUp [SNDR:0C08AB14],
1341212116,ITMRingUp [SNDR:0C08AB14],
1341232855,ITMRingUp [SNDR:0C08AB14],
1341232857,ITMRingUp [SNDR:0C08AB14],
1341232859,ITMRingUp [SNDR:0C08AB14],
1341232861,ITMRingUp [SNDR:0C08AB14],
1341232863,ITMRingUp [SNDR:0C08AB14],
1341232865,ITMRingUp [SNDR:0C08AB14],
1341232867,ITMRingUp [SNDR:0C08AB14],
1341232869,ITMRingUp [SNDR:0C08AB14],
1341232871,ITMRingUp [SNDR:0C08AB14],
1341232872,ITMRingUp [SNDR:0C08AB14],
1341232873,ITMRingUp [SNDR:0C08AB14],
1341253612,ITMRingUp [SNDR:0C08AB14],
1341253613,ITMRingUp [SNDR:0C08AB14],
1341253614,ITMRingUp [SNDR:0C08AB14],
1341253615,ITMRingUp [SNDR:0C08AB14],
1341253617,ITMRingUp [SNDR:0C08AB14],
1341253619,ITMRingUp [SNDR:0C08AB14],
1341253620,ITMRingUp [SNDR:0C08AB14],
1341274359,ITMRingUp [SNDR:0C08AB14],
1341274361,ITMRingUp [SNDR:0C08AB14],
1341274369,ITMRingUp [SNDR:0C08AB14],
1341274370,ITMRingUp [SNDR:0C08AB14],
1341295108,ITMRingUp [SNDR:0C08AB14],
1341295109,ITMRingUp [SNDR:0C08AB14],
1341295110,ITMRingUp [SNDR:0C08AB14],
1341295111,ITMRingUp [SNDR:0C08AB14],
1341295112,ITMRingUp [SNDR:0C08AB14],
1341295113,ITMRingUp [SNDR:0C08AB14],
1341295121,ITMRingUp [SNDR:0C08AB14],
1341295122,ITMRingUp [SNDR:0C08AB14],
1341295123,ITMRingUp [SNDR:0C08AB14],
1341295124,ITMRingUp [SNDR:0C08AB14],
1341295125,ITMRingUp [SNDR:0C08AB14],
1341295126,ITMRingUp [SNDR:0C08AB14],
1341295128,ITMRingUp [SNDR:0C08AB14],
1341295137,ITMRingUp [SNDR:0C08AB14],
1341295138,ITMRingUp [SNDR:0C08AB14],
1341295139,ITMRingUp [SNDR:0C08AB14],
1341295140,ITMRingUp [SNDR:0C08AB14],
1341295141,ITMRingUp [SNDR:0C08AB14],
1341315879,ITMRingUp [SNDR:0C08AB14],
1341315880,ITMRingUp [SNDR:0C08AB14],
1341315881,ITMRingUp [SNDR:0C08AB14],
1341315883,ITMRingUp [SNDR:0C08AB14],
1341315885,ITMRingUp [SNDR:0C08AB14],
1341336631,ITMRingUp [SNDR:0C08AB14],
1341336632,ITMRingUp [SNDR:0C08AB14],
1341336633,ITMRingUp [SNDR:0C08AB14],
1341336634,ITMRingUp [SNDR:0C08AB14],
1341336635,ITMRingUp [SNDR:0C08AB14],
1341336636,ITMRingUp [SNDR:0C08AB14],
1341336637,ITMRingUp [SNDR:0C08AB14],
1341336638,ITMRingUp [SNDR:0C08AB14],
